TeamID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,BALL,BALL,BALL,BALL
PlayerID,1,1,1,1,2,2,2,2,3,3,3,3,4,4,4,4,5,5,5,5,0,0,0,0,1,1,1,1,2,2,2,2,3,3,3,3,4,4,4,4,BALL,BALL,BALL,BALL
Attributes,bb_height,bb_left,bb_top,bb_width,bb_height,bb_left,bb_top,bb_width,bb_height,bb_left,bb_top,bb_width,bb_height,bb_left,bb_top,bb_width,bb_height,bb_left,bb_top,bb_width,bb_height,bb_left,bb_top,bb_width,bb_height,bb_left,bb_top,bb_width,bb_height,bb_left,bb_top,bb_width,bb_height,bb_left,bb_top,bb_width,bb_height,bb_left,bb_top,bb_width,bb_height,bb_left,bb_top,bb_width
frame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,78.0,2912.0,1057.0,112.0,92.0,583.0,954.0,149.0,80.0,2247.0,933.0,88.0,145.0,463.0,1187.0,162.0,176.0,887.0,660.0,127.0,108.0,999.0,479.0,107.0,91.0,2287.0,1045.0,78.0,97.0,903.0,265.0,153.0,79.0,751.0,1186.0,103.0,80.0,356.0,953.0,125.0,33.0,1009.0,560.0,35.0
2,78.0,2911.9473684210525,1056.7894736842106,112.0,92.0,584.0,954.0,148.0,80.0,2231.5,932.0,100.5,145.0,462.10526315789474,1183.4736842105262,161.99999999999994,170.5,886.5,646.0,130.0,117.0,996.5,478.5,111.5,92.625,2277.625,1045.25,86.0,97.0,886.0,264.0,151.66666666666674,79.71428571428578,743.4285714285714,1185.2857142857142,108.71428571428567,99.0,356.0,928.5,127.5,33.0,1020.25,563.5,35.0
3,78.0,2911.8947368421054,1056.578947368421,112.0,92.0,585.0,954.0,147.0,80.0,2216.0,931.0,113.0,145.0,461.2105263157895,1179.9473684210527,162.0,165.0,886.0,632.0,133.0,126.0,994.0,478.0,116.0,94.25,2268.25,1045.5,94.0,97.0,869.0,263.0,150.33333333333337,80.42857142857133,735.8571428571429,1184.5714285714287,114.42857142857144,118.0,356.0,904.0,130.0,33.0,1031.5,567.0,35.0
4,78.0,2911.842105263158,1056.3684210526317,112.0,92.0,586.0,954.0,146.0,80.0,2211.823529411765,929.8235294117648,114.29411764705856,145.0,460.3157894736842,1176.421052631579,161.99999999999994,160.75,885.75,625.75,135.25,126.99999999999994,994.3333333333334,478.6666666666667,116.99999999999989,95.875,2258.875,1045.75,102.0,97.0,852.0,262.0,149.0,81.14285714285711,728.2857142857143,1183.857142857143,120.14285714285711,122.5,356.5,893.5,132.5,33.0,1042.75,570.5,35.0
5,78.0,2911.7894736842104,1056.157894736842,112.0,92.0,587.0,954.0,145.0,80.0,2207.6470588235293,928.6470588235294,115.58823529411757,145.0,459.42105263157896,1172.8947368421052,162.0,156.5,885.5,619.5,137.5,128.00000000000006,994.6666666666666,479.3333333333333,118.00000000000011,97.5,2249.5,1046.0,110.0,97.0,835.0,261.0,147.66666666666663,81.85714285714289,720.7142857142857,1183.142857142857,125.85714285714289,127.0,357.0,883.0,135.0,33.0,1054.0,574.0,35.0
6,78.0,2911.7368421052633,1055.9473684210527,112.0,92.0,588.0,954.0,144.0,80.0,2203.470588235294,927.4705882352941,116.88235294117658,145.0,458.5263157894737,1169.3684210526317,161.99999999999994,152.25,885.25,613.25,139.75,129.0,995.0,480.0,119.0,99.125,2240.125,1046.25,118.0,97.0,818.0,260.0,146.33333333333337,82.57142857142867,713.1428571428571,1182.4285714285713,131.57142857142856,121.0,354.85714285714283,879.5714285714286,137.5714285714286,33.0,1056.6,583.4,35.0
7,78.0,2911.684210526316,1055.7368421052631,112.0,92.0,589.0,954.0,143.0,80.0,2199.294117647059,926.2941176470588,118.17647058823513,145.0,457.63157894736844,1165.842105263158,162.0,148.0,885.0,607.0,142.0,133.79999999999995,995.5,488.6,120.59999999999991,100.75,2230.75,1046.5,126.0,97.0,801.0,259.0,145.0,83.28571428571422,705.5714285714286,1181.7142857142858,137.28571428571433,115.0,352.7142857142857,876.1428571428571,140.1428571428571,33.0,1059.2,592.8,35.0
8,78.0,2911.6315789473683,1055.5263157894738,112.0,92.0,590.0,954.0,142.0,80.0,2195.1176470588234,925.1176470588235,119.47058823529414,145.0,456.7368421052632,1162.3157894736842,161.99999999999994,142.71428571428567,884.7142857142857,602.8571428571429,141.0000000000001,138.59999999999997,996.0,497.2,122.20000000000005,102.375,2221.375,1046.75,134.0,97.0,782.5,255.5,141.0,84.0,698.0,1181.0,143.0,109.0,350.57142857142856,872.7142857142857,142.71428571428572,33.0,1061.8,602.2,35.0
9,78.0,2911.5789473684213,1055.3157894736842,112.0,92.0,591.0,954.0,141.0,80.0,2190.9411764705883,923.9411764705883,120.7647058823527,145.0,455.8421052631579,1158.7894736842106,162.0,137.42857142857144,884.4285714285714,598.7142857142857,139.9999999999999,143.40000000000003,996.5,505.8,123.79999999999995,104.0,2212.0,1047.0,142.0,97.0,764.0,252.0,137.0,83.58333333333326,695.1666666666666,1181.4166666666667,144.08333333333337,103.0,348.42857142857144,869.2857142857143,145.28571428571428,33.0,1064.4,611.6,35.0
10,78.0,2911.5263157894738,1055.1052631578948,112.0,92.0,592.0,954.0,140.0,80.0,2186.764705882353,922.7647058823529,122.05882352941171,145.0,454.94736842105266,1155.2631578947369,161.99999999999994,132.1428571428571,884.1428571428571,594.5714285714286,139.0,148.20000000000005,997.0,514.4,125.40000000000009,103.81818181818176,2207.181818181818,1047.1818181818182,138.909090909091,97.0,749.8,250.0,136.20000000000005,83.16666666666674,692.3333333333334,1181.8333333333333,145.16666666666663,97.0,346.2857142857143,865.8571428571429,147.8571428571429,33.0,1067.0,621.0,35.0
